abbey {1>a|b>bb|i0>ey
shipwreck S>sh|I1>i|p>p|r>wr|E0>e|k>ck
shirt S>sh|r=1>ir|t>t
shock S>sh|A1>o|k>ck
shoe S>sh|u1>oe
shoes S>sh|u1>oe|z>s
shop S>sh|A1>o|p>p
shopping S>sh|A1>o|p>pp|I0>i|N>ng
shore S>sh|O1>o|r>re
shorts S>sh|O1>o|r>r|t>t|s>s
shot S>sh|A1>o|t>t
shotgun S>sh|A1>o|t>t|g>g|V2>u|n>n
shoulder S>sh|@U1>ou|l>l|d>d|r=0>er
shout S>sh|aU1>ou|t>t
show S>sh|@U1>ow
shower S>sh|aU1>ow|r=0>er
shrew S>sh|r>r|u1>ew
shriek S>sh|r>r|i1>ie|k>k
shrieking S>sh|r>r|i1>ie|k>k|I0>i|N>ng
shrimp S>sh|r>r|I1>i|m>m|p>p
shrine S>sh|r>r|AI1>i|n>ne
shrub S>sh|r>r|V1>u|b>b
shuttle S>sh|V1>u|t>tt|V0;l>le
sickness s>s|I1>i|k>ck|n>n|E0>e|s>ss
sid s>s|I1>i|d>d
side s>s|AI1>i|d>de
sidewalk s>s|AI1>i|d>de|w>w|O2>a|k>lk
sidney s>s|I1>i|d>d|n>n|i0>ey
siege s>s|i1>ie|dZ>ge
sight s>s|AI1>igh|t>t
sign s>s|AI1>ig|n>n
signal s>s|I1>i|g>g|n>n|V0>a|l>l
signature s>s|I1>i|g>g|n>n|V0>a|tS>t|r=0>ure
silence s>s|AI1>i|l>l|E0>e|n>n|s>ce
silicon s>s|I1>i|l>l|I0>i|k>c|V0>o|n>n
silk s>s|I1>i|l>l|k>k
silver s>s|I1>i|l>l|v>v|r=0>er
simon s>s|AI1>i|m>m|V0>o|n>n
sin s>s|I1>i|n>n
singapore s>s|I1>i|N>ng|V0>a|p>p|O2>o|r>re
singer s>s|I1>i|N>ng|r=0>er
sink s>s|I1>i|n>n|k>k
sis s>s|I1>i|s>s
sister s>s|I1>i|s>s|t>t|r=0>er
site s>s|AI1>i|t>te
situation s>s|I2>i|tS>t|u0>u|EI1>a|S>ti|V0>o|n>n
size s>s|AI1>i|z>ze
skate s>s|k>k|EI2>a|t>te
skateboard s>s|k>k|EI2>a|t>te|b>b|O2>oa|r>r|d>d
skates s>s|k>k|EI2>a|t>te|s>s
skeleton s>s|k>k|E1>e|l>l|E0>e|t>t|V0>o|n>n
sketch s>s|k>k|E1>e|tS>tch
ski s>s|k>k|i1>i
skijump s>s|k>k|i1>i|dZ>j|V1>u|m>m|p>p
skill s>s|k>k|I1>i|l>ll
skin s>s|k>k|I1>i|n>n
skirt s>s|k>k|r=1>ir|t>t
skull s>s|k>k|V1>u|l>ll
skunk s>s|k>k|V1>u|n>n|k>k
sky s>s|k>k|AI1>y
skyscraper s>s|k>k|AI1>y|s>s|k>c|r>r|EI2>a|p>p|r=0>er
slab s>s|l>l|{1>a|b>b
slack s>s|l>l|{1>a|k>ck
slate s>s|l>l|EI1>a|t>te
sled s>s|l>l|E1>e|d>d
sledge s>s|l>l|E1>e|dZ>dge
sleep s>s|l>l|i1>ee|p>p
sleeve s>s|l>l|i1>ee|v>ve
sleigh s>s|l>l|EI1>eigh
slice s>s|l>l|AI1>i|s>ce
slide s>s|l>l|AI1>i|d>de
slip s>s|l>l|I1>i|p>p
slipper s>s|l>l|I1>i|p>pp|r=0>er
slit s>s|l>l|I1>i|t>t
slogan s>s|l>l|@U1>o|g>g|V0>a|n>n
slope s>s|l>l|@U1>o|p>pe
slot s>s|l>l|A1>o|t>t
sloth s>s|l>l|@U1>o|T>th
slug s>s|l>l|V1>u|g>g
slumber s>s|l>l|V1>u|m>m|b>b|r=0>er
smartphone s>s|m>m|A2>a|r>r|t>t|f>ph|@U2>o|n>ne
smell s>s|m>m|E1>e|l>ll
smile s>s|m>m|AI1>i|l>le
smith s>s|m>m|I1>i|T>th
smog s>s|m>m|A1>o|g>g
smoke s>s|m>m|@U1>o|k>ke
smokestack s>s|m>m|@U1>o|k>ke|s>s|t>t|{2>a|k>ck
snack s>s|n>n|{1>a|k>ck
snail s>s|n>n|EI1>ai|l>l
snake s>s|n>n|EI1>a|k>ke
sneaker s>s|n>n|i1>ea|k>k|r=0>er
snow s>s|n>n|@U1>ow
snowball s>s|n>n|@U1>ow|b>b|O2>a|l>ll
snowboard s>s|n>n|@U1>ow|b>b|O2>oa|r>r|d>d
snowfall s>s|n>n|@U1>ow|f>f|A0>a|l>ll
snowflake s>s|n>n|@U1>ow|f>f|l>l|EI2>a|k>ke
snowman s>s|n>n|@U1>ow|m>m|{2>a|n>n
snowmobile s>s|n>n|@U1>ow|m>m|@U0>o|b>b|i2>i|l>le
soap s>s|@U1>oa|p>p
soccer s>s|A1>o|k>cc|r=0>er
society s>s|V0>o|s>c|AI1>i|E0>e|t>t|i0>y
sock s>s|A1>o|k>ck
socks s>s|A1>o|k>ck|s>s
soda s>s|@U1>o|d>d|V0>a
sodium s>s|@U1>o|d>d|i0>i|V0>u|m>m
sofa s>s|@U1>o|f>f|V0>a
software s>s|O1>o|f>f|t>t|w>w|E2>a|r>re
soil s>s|OI1>oi|l>l
solar s>s|@U1>o|l>l|r=0>ar
solarfarm s>s|@U1>o|l>l|A1>a|r>r|f>f|A1>a|r>r|m>m
solarpanel s>s|@U2>o|l>l|r=0>ar|p>p|{1>a|n>n|E0>e|l>l
soldier s>s|@U1>o|l>l|dZ>di|r=0>er
solo s>s|@U1>o|l>l|@U2>o
solomon s>s|A1>o|l>l|V0>o|m>m|V0>o|n>n
solution s>s|V0>o|l>l|u1>u|S>ti|V0>o|n>n
solvent s>s|A1>o|l>l|v>v|E0>e|n>n|t>t
somebody s>s|V1>o|m>me|b>b|V0>o|d>d|i0>y
someone s>s|V1>o|m>me|w;V2>o|n>ne
something s>s|V1>o|m>me|T>th|I0>i|N>ng
son s>s|V1>o|n>n
song s>s|O1>o|N>ng
sophie s>s|O1>o|f>ph|i0>ie
sorrow s>s|A1>o|r>rr|@U0>ow
sort s>s|O1>o|r>r|t>t
soul s>s|@U1>ou|l>l
sound s>s|aU1>ou|n>n|d>d
soup s>s|u1>ou|p>p
source s>s|O1>ou|r>r|s>ce
south s>s|aU1>ou|T>th
southeast s>s|aU2>ou|T>th|i1>ea|s>s|t>t
southwest s>s|aU2>ou|T>th|w>w|E1>e|s>s|t>t
sovereign s>s|A1>o|v>ve|r>r|I0>eig|n>n
soviet s>s|@U1>o|v>v|i0>i|E2>e|t>t
spa s>s|p>p|A1>a
space s>s|p>p|EI1>a|s>ce
spacecraft s>s|p>p|EI1>a|s>ce|k>c|r>r|{2>a|f>f|t>t
spaceman s>s|p>p|EI1>a|s>ce|m>m|{2>a|n>n
spaceship s>s|p>p|EI1>a|s>ce|S>sh|I2>i|p>p
spacestation s>s|p>p|EI1>a|s>ce|s>s|t>t|EI1>a|S>ti|V0>o|n>n
spaghetti s>s|p>p|V0>a|g>gh|E1>e|t>tt|i0>i
spain s>s|p>p|EI1>ai|n>n
span s>s|p>p|{1>a|n>n
spark s>s|p>p|A1>a|r>r|k>k
sparkle s>s|p>p|A1>a|r>r|k>k|V0;l>le
spatula s>s|p>p|{1>a|tS>t|U0>u|l>l|V0>a
speak s>s|p>p|i1>ea|k>k
speaker s>s|p>p|i1>ea|k>k|r=0>er
spear s>s|p>p|I1>ea|r>r
specs s>s|p>p|E1>e|k>c|s>s
spectacles s>s|p>p|E1>e|k>c|t>t|V0>a|k>c|V0;l>le|z>s
specter s>s|p>p|E1>e|k>c|t>t|r=0>er
speech s>s|p>p|i1>ee|tS>ch
speed s>s|p>p|i1>ee|d>d
spell s>s|p>p|E1>e|l>ll
spencer s>s|p>p|E1>e|n>n|s>c|r=0>er
sphere s>s|f>ph|I1>e|r>re
sphinx s>s|f>ph|I1>i|n>n|k;s>x
spice s>s|p>p|AI1>i|s>ce
spider s>s|p>p|AI1>i|d>d|r=0>er
spiderman s>s|p>p|AI1>i|d>d|r=0>er|m>m|{1>a|n>n
spiderweb s>s|p>p|AI1>i|d>d|r=0>er|w>w|E1>e|b>b
spike s>s|p>p|AI1>i|k>ke
spin s>s|p>p|I1>i|n>n
spine s>s|p>p|AI1>i|n>ne
spiral s>s|p>p|AI1>i|r>r|V0>a|l>l
spirit s>s|p>p|I1>i|r>r|I0>i|t>t
split s>s|p>p|l>l|I1>i|t>t
sponge s>s|p>p|V1>o|n>n|dZ>ge
sponsor s>s|p>p|A1>o|n>n|s>s|r=0>or
spoon s>s|p>p|u1>oo|n>n
sport s>s|p>p|O1>o|r>r|t>t
sportsman s>s|p>p|O1>o|r>r|t>t|s>s|m>m|V0>a|n>n
spot s>s|p>p|A1>o|t>t
spouse s>s|p>p|aU1>ou|s>se
spray s>s|p>p|r>r|EI1>ay
spread s>s|p>p|r>r|E1>ea|d>d
spring s>s|p>p|r>r|I1>i|N>ng
springtime s>s|p>p|r>r|I1>i|N>ng|t>t|AI2>i|m>me
sprite s>s|p>p|r>r|AI1>i|t>te
spruce s>s|p>p|r>r|u1>u|s>ce
spud s>s|p>p|V1>u|d>d
spy s>s|p>p|AI1>y
spyglass s>s|p>p|AI1>y|g>g|l>l|{1>a|s>ss
squad s>s|k>q|w>u|A1>a|d>d
square s>s|k>q|w>u|E1>a|r>re
squid s>s|k>q|w>u|I1>i|d>d
squirrel s>s|k>q|w>u|r=1>irr|E0>e|l>l
stable s>s|t>t|EI1>a|b>b|V0;l>le
stack s>s|t>t|{1>a|k>ck
stadium s>s|t>t|EI1>a|d>d|i0>i|V0>u|m>m
staff s>s|t>t|{1>a|f>ff
stage s>s|t>t|EI1>a|dZ>ge
stain s>s|t>t|EI1>ai|n>n
stair s>s|t>t|E1>ai|r>r
staircase s>s|t>t|E1>ai|r>r|k>c|EI2>a|s>se
stairs s>s|t>t|E1>ai|r>r|z>s
stake s>s|t>t|EI1>a|k>ke
stall s>s|t>t|O1>a|l>ll
stalls s>s|t>t|O1>a|l>ll|z>s
stamp s>s|t>t|{1>a|m>m|p>p
stan s>s|t>t|{1>a|n>n
stand s>s|t>t|{1>a|n>n|d>d
standard s>s|t>t|{1>a|n>n|d>d|r=0>ar|d>d
stanford s>s|t>t|{1>a|n>n|f>f|r=0>or|d>d
stanley s>s|t>t|{1>a|n>n|l>l|i0>ey
stanza s>s|t>t|{1>a|n>n|z>z|V0>a
staple s>s|t>t|EI1>a|p>p|V0;l>le
star s>s|t>t|A1>a|r>r
starch s>s|t>t|A1>a|r>r|tS>ch
stare s>s|t>t|E1>a|r>re
starship s>s|t>t|A1>a|r>r|S>sh|I2>i|p>p
start s>s|t>t|A1>a|r>r|t>t
state s>s|t>t|EI1>a|t>te
statement s>s|t>t|EI1>a|t>te|m>m|E0>e|n>n|t>t
station s>s|t>t|EI1>a|S>ti|V0>o|n>n
statue s>s|t>t|{1>a|tS>t|u2>ue
status s>s|t>t|EI1>a|t>t|V0>u|s>s
steak s>s|t>te|EI1>a|k>k
stealer s>s|t>t|i1>ea|l>l|r=0>er
stealth s>s|t>t|E1>ea|l>l|T>th
steam s>s|t>t|i1>ea|m>m
steamer s>s|t>t|i1>ea|m>m|r=0>er
steamroller s>s|t>t|i1>ea|m>m|r>r|@U2>o|l>ll|r=0>er
steed s>s|t>t|i1>ee|d>d
steel s>s|t>t|i1>ee|l>l
stem s>s|t>t|E1>e|m>m
step s>s|t>t|E1>e|p>p
stephen s>s|t>t|E1>e|f>ph|E0>e|n>n
steps s>s|t>t|E1>e|p>p|s>s
stern s>s|t>t|r=1>er|n>n
steve s>s|t>t|i1>e|v>ve
steven s>s|t>t|i1>e|v>v|E0>e|n>n
stevens s>s|t>t|i1>e|v>v|E0>e|n>n|z>s
stewart s>s|t>t|u1>ew|r=0>ar|t>t
stick s>s|t>t|I1>i|k>ck
stock s>s|t>t|A1>o|k>ck
stockholm s>s|t>t|A1>o|k>ck|h>h|@U2>o|l>l|m>m
stomach s>s|t>t|V1>o|m>m|V0>a|k>ch
stone s>s|t>t|@U1>o|n>ne
stop s>s|t>t|A1>o|p>p
stopsign s>s|t>t|A1>o|p>p|s>s|AI2>ig|n>n
storage s>s|t>t|O1>o|r>r|V0>a|dZ>ge
store s>s|t>t|O1>o|r>re
stork s>s|t>t|O1>o|r>r|k>k
storm s>s|t>t|O1>o|r>r|m>m
story s>s|t>t|O1>o|r>r|i0>y
stove s>s|t>t|@U1>o|v>ve
strain s>s|t>t|r>r|EI1>ai|n>n
strait s>s|t>t|r>r|EI1>ai|t>t
strategy s>s|t>t|r>r|{1>a|t>t|E0>e|dZ>g|i0>y
straw s>s|t>t|r>r|O1>aw
strawberry s>s|t>t|r>r|O1>aw|b>b|E2>e|r>rr|i0>y
stream s>s|t>t|r>r|i1>ea|m>m
street s>s|t>t|r>r|i1>ee|t>t
streetlamp s>s|t>t|r>r|i1>ee|t>t|l>l|{2>a|m>m|p>p
strength s>s|t>t|r>r|E1>e|N>ng|T>th
stress s>s|t>t|r>r|E1>e|s>ss
strike s>s|t>t|r>r|AI1>i|k>ke
string s>s|t>t|r>r|I1>i|N>ng
strip s>s|t>t|r>r|I1>i|p>p
stroke s>s|t>t|r>r|@U1>o|k>ke
stroller s>s|t>t|r>r|@U1>o|l>ll|r=0>er
structure s>s|t>t|r>r|V1>u|k>c|tS>t|r=0>ure
struggle s>s|t>t|r>r|V1>u|g>gg|V0;l>le
student s>s|t>t|u1>u|d>d|E0>e|n>n|t>t
studio s>s|t>t|u1>u|d>d|i0>i|@U2>o
study s>s|t>t|V1>u|d>d|i0>y
stuff s>s|t>t|V1>u|f>ff
stump s>s|t>t|V1>u|m>m|p>p
style s>s|t>t|AI1>y|l>le
sub s>s|V1>u|b>b
subject s>s|V0>u|b>b|dZ>j|E1>e|k>c|t>t
submarine s>s|V1>u|b>b|m>m|r=0>ar|i2>i|n>ne
substrate s>s|V1>u|b>b|s>s|t>t|r>r|EI2>a|t>te
success s>s|V0>u|k>c|s>c|E1>e|s>ss
sudan s>s|u0>u|d>d|{1>a|n>n
sue s>s|u1>ue
sugar S>s|U1>u|g>g|r=0>ar
suit s>s|u1>ui|t>t
suitcase s>s|u1>ui|t>t|k>c|EI2>a|s>se
sulfur s>s|V1>u|l>l|f>f|r=0>ur
sulphur s>s|V1>u|l>l|f>ph|r=0>ur
sultan s>s|V1>u|l>l|t>t|V0>a|n>n
sum s>s|V1>u|m>m
summary s>s|V1>u|m>mm|r=0>ar|i0>y
summer s>s|V1>u|m>mm|r=0>er
sun s>s|V1>u|n>n
sunday s>s|V1>u|n>n|d>d|EI2>ay
sunflower s>s|V1>u|n>n|f>f|l>l|aU2>ow|r=0>er
sunglasses s>s|V1>u|n>n|g>g|l>l|{2>a|s>ss|I0>e|z>s
sunlight s>s|V1>u|n>n|l>l|AI2>igh|t>t
sunset s>s|V1>u|n>n|s>s|E2>e|t>t
sunshine s>s|V1>u|n>n|S>sh|AI2>i|n>ne
superhero s>s|u2>u|p>p|r=0>er|h>h|i1>e|r>r|@U0>o
superman s>s|u1>u|p>p|r=0>er|m>m|V0>a|n>n
supermarket s>s|u1>u|p>p|r=0>er|m>m|A2>a|r>r|k>k|I0>e|t>t
supper s>s|V1>u|p>pp|r=0>er
supply s>s|V0>u|p>pp|l>l|AI1>y
support s>s|V0>u|p>pp|O1>o|r>r|t>t
surf s>s|r=1>ur|f>f
surface s>s|r=1>ur|f>f|V0>a|s>ce
surfboard s>s|r=1>ur|f>f|b>b|O1>oa|r>r|d>d
surfing s>s|r=1>ur|f>f|I0>i|N>ng
surgeon s>s|r=1>ur|dZ>ge|V0>o|n>n
surgery s>s|r=1>ur|dZ>g|r=0>er|i0>y
surprise s>s|r=0>ur|p>p|r>r|AI1>i|z>se
surveillance s>s|r=0>ur|v>v|EI1>ei|l>ll|V0>a|n>n|s>ce
survey s>s|r=1>ur|v>v|EI2>ey
susan s>s|u1>u|z>s|V0>a|n>n
sushi s>s|u1>u|S>sh|I0>i
suspect s>s|V1>u|s>s|p>p|E2>e|k>c|t>t
suv E1;s>s|j;u1>u|v;i1>v
swallow s>s|w>w|A1>a|l>ll|@U0>ow
swamp s>s|w>w|A1>a|m>m|p>p
swampland s>s|w>w|A1>a|m>m|p>p|l>l|{2>a|n>n|d>d
swan s>s|w>w|A1>a|n>n
sway s>s|w>w|EI1>ay
sweat s>s|w>w|E1>ea|t>t
sweater s>s|w>w|E1>ea|t>t|r=0>er
sweatshirt s>s|w>w|E1>ea|t>t|S>sh|r=2>ir|t>t
sweden s>s|w>w|i1>e|d>d|E0>e|n>n
sweep s>s|w>w|i1>ee|p>p
sweet s>s|w>w|i1>ee|t>t
swift s>s|w>w|I1>i|f>f|t>t
swimsuit s>s|w>w|I1>i|m>m|s>s|u2>ui|t>t
swine s>s|w>w|AI1>i|n>ne
swing s>s|w>w|I1>i|N>ng
swiss s>s|w>w|I1>i|s>ss
switch s>s|w>w|I1>i|tS>tch
switzerland s>s|w>w|I1>i|t>t|s>z|r=0>er|l>l|V0>a|n>n|d>d
sword s>s|O1>wo|r>r|d>d
sydney s>s|I1>y|d>d|n>n|i0>ey
syllable s>s|I1>y|l>ll|V0>a|b>b|V0;l>le
sylvia s>s|I1>y|l>l|v>v|i0>i|V0>a
symbol s>s|I1>y|m>m|b>b|V0>o|l>l
symphony s>s|I1>y|m>m|f>ph|V0>o|n>n|i0>y
symposium s>s|I0>y|m>m|p>p|@U1>o|z>s|i0>i|V0>u|m>m
synagogue s>s|I1>y|n>n|V0>a|g>g|O2>o|g>gue
syndrome s>s|I1>y|n>n|d>d|r>r|@U2>o|m>me
syria s>s|I1>y|r>r|i0>i|V0>a
syrup s>s|I1>y|r>r|V0>u|p>p
system s>s|I1>y|s>s|t>t|E0>e|m>m
tab t>t|{1>a|b>b
table t>t|EI1>a|b>b|V0;l>le
tablet t>t|{1>a|b>b|l>l|E0>e|t>t
taco t>t|A1>a|k>c|@U0>o
tag t>t|{1>a|g>g
taikonaut t>t|AI1>ai|k>k|O0>o|n>n|A0>au|t>t
tail t>t|EI1>ai|l>l
taiwan t>t|AI1>ai|w>w|A1>a|n>n
tale t>t|EI1>a|l>le
talk t>t|O1>a|k>lk
tallship t>t|A1>a|l>ll|S>sh|I1>i|p>p
talmud t>t|{1>a|l>l|m>m|V0>u|d>d
tan t>t|{1>a|n>n
tank t>t|{1>a|n>n|k>k
tanker t>t|{1>a|n>n|k>k|r=0>er
tap t>t|{1>a|p>p
tape t>t|EI1>a|p>pe
tar t>t|A1>a|r>r
tarantula t>t|V0>a|r>r|{1>a|n>n|tS>t|V0>u|l>l|V0>a
target t>t|r=1>ar|g>g|E0>e|t>t
task t>t|{1>a|s>s|k>k
taste t>t|EI1>a|s>s|t>te
tater t>t|EI1>a|t>t|r=0>er
tavern t>t|{1>a|v>v|r=0>er|n>n
tax t>t|{1>a|k;s>x
taxi t>t|{1>a|k;s>x|i0>i
taxicab t>t|{1>a|k;s>x|i0>i|k>c|{2>a|b>b
taylor t>t|EI1>ay|l>l|r=0>or
tea t>t|i1>ea
teacher t>t|i1>ea|tS>ch|r=0>er
teaching t>t|i1>ea|tS>ch|I0>i|N>ng
team t>t|i1>ea|m>m
teapot t>t|i1>ea|p>p|A2>o|t>t
tear t>t|i1>ea|r>r
tech t>t|E1>e|k>ch
technician t>t|E0>e|k>ch|n>n|I1>i|S>ci|V0>a|n>n
technique t>t|E0>e|k>ch|n>n|i1>i|k>que
technology t>t|E0>e|k>ch|n>n|A1>o|l>l|V0>o|dZ>g|i0>y
ted t>t|E1>e|d>d
teddy t>t|E1>e|d>dd|i0>y
teddybear t>t|E1>e|d>dd|i0>y|b>b|E2>ea|r>r
teen t>t|i1>ee|n>n
teenager t>t|i1>ee|n>n|EI2>a|dZ>g|r=0>er
teeth t>t|i1>ee|T>th
telecasting t>t|E1>e|l>l|i0>e|k>c|{2>a|s>s|t>t|I0>i|N>ng
telegram t>t|E1>e|l>l|E0>e|g>g|r>r|{2>a|m>m
telegraph t>t|E1>e|l>l|E0>e|g>g|r>r|{2>a|f>ph
telephone t>t|E1>e|l>l|E0>e|f>ph|@U2>o|n>ne
telescope t>t|E1>e|l>l|E0>e|s>s|k>c|@U2>o|p>pe
television t>t|E1>e|l>l|E0>e|v>v|I2>i|Z>si|V0>o|n>n
temperature t>t|E1>e|m>m|p>p|r=0>er|V0>a|tS>t|r=0>ure
temple t>t|E1>e|m>m|p>p|V0;l>le
tempo t>t|E1>e|m>m|p>p|@U2>o
tenant t>t|E1>e|n>n|V0>a|n>n|t>t
tendency t>t|E1>e|n>n|d>d|E0>e|n>n|s>c|i0>y
tennessee t>t|E2>e|n>nn|E0>e|s>ss|i1>ee
tennis t>t|E1>e|n>nn|I0>i|s>s
tenor t>t|E1>e|n>n|r=0>or
tension t>t|E1>e|n>n|S>si|V0>o|n>n
tent t>t|E1>e|n>n|t>t
teresa t>t|r=0>er|i1>e|s>s|V0>a
term t>t|r=1>er|m>m
terminal t>t|r=1>er|m>m|I0>i|n>n|V0>a|l>l
terrace t>t|E1>e|r>rr|V0>a|s>ce
territory t>t|E1>e|r>rr|I0>i|t>t|O2>o|r>r|i0>y
terry t>t|E1>e|r>rr|i0>y
test t>t|E1>e|s>s|t>t
testing t>t|E1>e|s>s|t>t|I0>i|N>ng
texas t>t|E1>e|k;s>x|V0>a|s>s
text t>t|E1>e|k;s>x|t>t
textbook t>t|E1>e|k;s>x|t>t|b>b|U2>oo|k>k
textile t>t|E1>e|k;s>x|t>t|AI2>i|l>le
texture t>t|E1>e|k;s>x|tS>t|r=0>ure
thai t>th|AI1>ai
thanks T>th|{1>a|n>n|k>k|s>s
theater T>th|i1>e|V0>a|t>t|r=0>er
theatre T>th|i1>e|V0>a|t>t|r=0>re
theft T>th|E1>e|f>f|t>t
theme T>th|i1>e|m>me
theodore T>th|i1>e|V0>o|d>d|O2>o|r>re
theory T>th|i1>e|r=0>or|i0>y
therapist T>th|E1>e|r>r|V0>a|p>p|I0>i|s>s|t>t
therapy T>th|E1>e|r>r|V0>a|p>p|i0>y
thermometer T>th|r=0>er|m>m|A1>o|m>m|E0>e|t>t|r=0>er
thermos T>th|r=1>er|m>m|V0>o|s>s
thesis T>th|i1>e|s>s|I0>i|s>s
thespian T>th|E1>e|s>s|p>p|i0>i|V0>a|n>n
thicket T>th|I1>i|k>ck|I0>e|t>t
thief T>th|i1>ie|f>f
thigh T>th|AI1>igh
thing T>th|I1>i|N>ng
thinking T>th|I1>i|n>n|k>k|I0>i|N>ng
thirst T>th|r=1>ir|s>s|t>t
thomas t>t|A1>ho|m>m|V0>a|s>s
thompson t>t|A1>ho|m>m|p>p|s>s|V0>o|n>n
thread T>th|r>r|E1>ea|d>d
threat T>th|r>r|E1>ea|t>t
throat T>th|r>r|@U1>oa|t>t
throne T>th|r>r|@U1>o|n>ne
thumb T>th|V1>u|m>mb
thunder T>th|V1>u|n>n|d>d|r=0>er
thursday T>th|r=1>ur|z>s|d>d|EI2>ay
tibet t>t|I0>i|b>b|E1>e|t>t
tick t>t|I1>i|k>ck
ticket t>t|I1>i|k>ck|E0>e|t>t
tide t>t|AI1>i|d>de
tie t>t|AI1>ie
tiger t>t|AI1>i|g>g|r=0>er
tile t>t|AI1>i|l>le
tim t>t|I1>i|m>m
timber t>t|I1>i|m>m|b>b|r=0>er
time t>t|AI1>i|m>me
timothy t>t|I1>i|m>m|V0>o|T>th|i0>y
tin t>t|I1>i|n>n
tip t>t|I1>i|p>p
tire t>t|AI1>i|r=0>re
tissue t>t|I1>i|S>ss|j;u0>ue
tissuepaper t>t|I1>i|S>ss|j;u0>ue|p>p|EI1>a|p>p|r=0>er
title t>t|AI1>i|t>t|V0;l>le
toad t>t|@U1>oa|d>d
toast t>t|@U1>oa|s>s|t>t
toaster t>t|@U1>oa|s>s|t>t|r=0>er
today t>t|V0>o|d>d|EI1>ay
todd t>t|A1>o|d>dd
tofu t>t|@U1>o|f>f|u0>u
toilet t>t|OI1>oi|l>l|E0>e|t>t
token t>t|@U1>o|k>k|E0>e|n>n
tokyo t>t|@U1>o|k>k|i0>y|@U2>o
toll t>t|@U1>o|l>ll
tom t>t|A1>o|m>m
tomato t>t|V0>o|m>m|EI1>a|t>t|@U2>o
tomb t>t|u1>o|m>mb
tommy t>t|A1>o|m>mm|i0>y
tomorrow t>t|V0>o|m>m|A1>o|r>rr|@U2>ow
ton t>t|V1>o|n>n
tone t>t|@U1>o|n>ne
tongs t>t|O1>o|N>ng|z>s
tongue t>t|V1>o|N>ngue
tonic t>t|A1>o|n>n|I0>i|k>c
tonight t>t|V0>o|n>n|AI1>igh|t>t
tony t>t|@U1>o|n>n|i0>y
tool t>t|u1>oo|l>l
toolbox t>t|u1>oo|l>l|b>b|O2>o|k;s>x
tooth t>t|u1>oo|T>th
toothbrush t>t|u1>oo|T>th|b>b|r>r|V0>u|S>sh
toothpaste t>t|u1>oo|T>th|p>p|EI2>a|s>s|t>te
top t>t|A1>o|p>p
topic t>t|A1>o|p>p|I0>i|k>c
torch t>t|O1>o|r>r|tS>ch
toronto t>t|O0>o|r>r|A1>o|n>n|t>t|@U0>o
torque t>t|O1>o|r>r|k>que
tortoise t>t|O1>o|r>r|t>t|V0>o|s>ise
toss t>t|O1>o|s>ss
touch t>t|V1>ou|tS>ch
tour t>t|U1>ou|r>r
tourist t>t|U1>ou|r>r|I0>i|s>s|t>t
tow t>t|@U1>ow
towel t>t|aU1>ow|E0>e|l>l
tower t>t|aU1>ow|r=0>er
town t>t|aU1>ow|n>n
townhall t>t|aU1>ow|n>n|h>h|O2>a|l>ll
toxin t>t|A1>o|k;s>x|I0>i|n>n
toy t>t|OI1>oy
trace t>t|r>r|EI1>a|s>ce
track t>t|r>r|{1>a|k>ck
tract t>t|r>r|{1>a|k>c|t>t
tractor t>t|r>r|{1>a|k>c|t>t|r=0>or
trade t>t|r>r|EI1>a|d>de
trader t>t|r>r|EI1>a|d>d|r=0>er
tradition t>t|r>r|V0>a|d>d|I1>i|S>ti|V0>o|n>n
traffic t>t|r>r|{1>a|f>ff|I0>i|k>c
trafficlight t>t|r>r|{1>a|f>ff|I0>i|k>c|l>l|AI1>igh|t>t
trail t>t|r>r|EI1>ai|l>l
trailer t>t|r>r|EI1>ai|l>l|r=0>er
train t>t|r>r|EI1>ai|n>n
trainer t>t|r>r|EI1>ai|n>n|r=0>er
trainers t>t|r>r|EI1>ai|n>n|r=0>er|z>s
training t>t|r>r|EI1>ai|n>n|I0>i|N>ng
trainstation t>t|r>r|EI1>ai|n>n|s>s|t>t|EI1>a|S>ti|V0>o|n>n
tram t>t|r>r|{1>a|m>m
trampoline t>t|r>r|{2>a|m>m|p>p|V0>o|l>l|i1>i|n>ne
trans t>t|r>r|{1>a|n>n|z>s
transport t>t|r>r|{1>a|n>n|s>s|p>p|O0>o|r>r|t>t
trap t>t|r>r|{1>a|p>p
trash t>t|r>r|{1>a|S>sh
travel t>t|r>r|{1>a|v>v|E0>e|l>l
traveler t>t|r>r|{1>a|v>ve|l>l|r=0>er
tray t>t|r>r|EI1>ay
treadmill t>t|r>r|E1>ea|d>d|m>m|I2>i|l>ll
treasure t>t|r>r|E1>ea|Z>s|r=0>ure
treasury t>t|r>r|E1>e|Z>as|r=0>ur|i0>y
treatment t>t|r>r|i1>ea|t>t|m>m|E0>e|n>n|t>t
treaty t>t|r>r|i1>ea|t>t|i0>y
tree t>t|r>r|i1>ee
treehouse t>t|r>r|i1>ee|h>h|aU2>ou|s>se
trench t>t|r>r|E1>e|n>n|tS>ch
trend t>t|r>r|E1>e|n>n|d>d
trex t;i2>t|r>r|E1>e|k;s>x
trial t>t|r>r|AI1>i|V0>a|l>l
triangle t>t|r>r|AI1>i|{2>a|n>n|g>g|V0;l>le
tribe t>t|r>r|AI1>i|b>be
